Batch,Department,Semester,Course Number,Course Name,L,T,E,P,O,Credits,Category
2024,EE,7,HSE3,"Humanities Elective 3",3,0,0,0,6,9,H
2024,EE,7,PE3,"Professional Elective 2",3,0,0,0,6,9,P
2024,EE,7,FE1,"Free Elective 1",3,0,0,0,6,9,E
2024,EE,7,FE2,"Free Elective 2",3,0,0,0,6,9,E
2024,EE,8,FE3,"Free Elective 3",3,0,0,0,6,9,E
2024,EE,8,FE4,"Free Elective 4",3,0,0,0,6,9,E
2024,EE,8,FE5,"Free Elective 5",3,0,0,0,6,9,E
2024,EE,8,FE6,"Free Elective 6",3,0,0,0,6,9,E
2024,ME,1,ME1480,"Engineering Drawing",1,0,0,3,3,7,E
2024,ME,1,CY1001,"Chemistry I: Structure, Bonding & Reactivity",3,1,0,0,6,10,S
2024,ME,1,ME1100,"Computing Thermodynamics",2,0,0,3,4,9,C
2024,ME,1,CY1002,"Chemistry Lab I",0,0,0,3,0,3,S
2024,ME,1,GN1101,"Life Skills I",0,0,0,0,4,4,G
2024,ME,1,NCC,"(NC1010)/NSO (NS1020)/NSO(NS1030)",0,0,0,0,2,2,G
2024,ME,1,ID1300,"Recreation Course",0,0,0,0,2,2,G
2024,ME,1,WS1301,"Workshop I",0,0,0,3,0,3,P
2024,ME,2,MA1101,"Calculus",3,1,0,0,6,10,S
2024,ME,2,PH1010,"Physics I",3,1,0,0,6,10,S
2024,ME,2,PH1030,"Physics Laboratory I",0,0,0,3,1,4,S
2024,ME,2,AM1100,"Engineering Mechanics",3,1,0,0,6,10,E
2024,ME,2,HSE1,"Humanities Elective 1",3,0,0,0,6,9,H
2024,ME,2,ID1200,"Ecology and Environment",2,0,0,0,0,2,G
2024,ME,2,GN1102,"Life Skills II",0,0,0,0,2,2,G
2024,ME,2,NCC,"(NC1010)/NSO (NS1020)/NSO(NS1030)",0,0,0,0,3,0,G
2024,ME,2,HS3050,"Professional ethics",0,0,0,0,2,2,G
2024,ME,2,ID1300,"Recreation Course",0,0,0,0,2,2,G
2024,ME,2,WS1302,"Workshop II",0,0,0,3,0,3,P
2024,ME,3,AM2200,"Strength of materials",3,1,0,0,6,10,P
2024,ME,3,AM2530,"Foundations of fluid mechanics",3,1,0,0,6,10,P
2024,ME,3,AM2540,"Applied mechanics/ Fluid mechanics lab",0,0,0,3,0,3,P
2024,ME,3,EE1100,"Basic electrical engineering",3,1,0,0,6,10,E
2024,ME,3,MA2020,"Differential equations",3,0,0,0,6,9,S
2024,ME,3,ME2201,"Kinematics and dynamics of machinery",3,1,0,0,6,10,P
2024,ME,3,MXXXX,"Entrepreneurship",3,0,0,0,6,9,M
2024,ME,4,MA,"Mathematics elective",3,0,0,0,6,9,S
2024,ME,4,ME2102,"Foundations of Thermal Engineering-1",2,1,0,0,4,7,P
2024,ME,4,ME2200,"Materials and design",3,1,0,0,6,10,P
2024,ME,4,ME2302,"Manufacturing Technology-I",3,1,0,1,6,11,P
2024,ME,4,ME2400,"Measurements and instrumentation",3,0,0,2,6,11,P
2024,ME,4,ME3481,"Mechanical engineering lab 1",0,0,0,3,0,3,P
2024,ME,4,BT1010,"Life sciences",3,0,0,0,6,9,S
2024,ME,5,ME3101,"Heat transfer",3,1,0,0,6,10,P
2024,ME,5,ME3105,"Foundations of Thermal Engg-2",2,1,0,0,4,7,P
2024,ME,5,ME3203,"Introduction to Machine Design",2,1,1,0,4,8,P
2024,ME,5,ME3305,"Manufacturing Technology-II",3,1,0,1,6,11,P
2024,ME,5,ME3482,"Mechanical engineering lab 2",0,0,0,3,0,3,P
2024,ME,5,ME3283,"Computer Aided Machine Drawing",1,0,0,2,3,6,P
2024,ME,5,FE1,"Free elective 1",3,0,0,0,6,9,E
2024,ME,5,GN1002,"POSH Training-II",3,0,0,0,0,0,S
2024,ME,6,BT1010,"Life sciences",3,0,0,0,6,9,S
2024,ME,6,ME3302,"Automation in manufacturing",3,1,0,0,6,10,P
2024,ME,6,ME3484,"Mechanical engineering lab 3",0,0,0,3,0,3,P
2024,ME,6,Professional,"elective 1",3,0,0,0,6,9,P
2024,ME,6,HS,"Humanities elective 2",3,0,0,0,6,9,H
2024,ME,6,Free,"elective 2",3,0,0,0,6,9,UA
2024,ME,6,Free,"elective 3",3,0,0,0,6,9,UA
2024,ME,7,Professional,"elective 2",3,0,0,0,6,9,P
2024,ME,7,Professional,"elective 3",3,0,0,0,6,9,P
2024,ME,7,Professional,"or Free elective 4",3,0,0,0,6,9,P
2024,ME,7,Professional,"or Free elective 5",3,0,0,0,6,9,P
2024,ME,7,Professional,"or Free elective 6",3,0,0,0,6,9,P
2024,ME,7,HS,"Humanities elective 3",3,0,0,0,6,9,H
2024,ME,7,HS3050,"Professional ethics",0,0,0,0,2,0,H
2024,ME,8,Professional,"or Free elective 4 or Project",3,0,0,0,6,9,UA
2024,ME,8,Professional,"or Free elective 5 or Project",3,0,0,0,6,9,UA
2024,ME,8,Professional,"or Free elective 6 or Project",3,0,0,0,6,9,UA
2024,ME,8,Free,"elective 7",3,0,0,0,6,9,UA
2024,ME,8,Free,"elective 8",3,0,0,0,6,9,UA
2024,MM,1,MM1004,"Introduction to Mathematical Computing",0,0,0,3,3,6,P
2024,MM,1,MA1101,"Calculus",3,1,0,0,6,10,S
2024,MM,1,CY1050,"Macromolecules in Engineering Materials",3,0,0,0,6,9,S
2024,MM,1,MM1002,"Structure of Materials",3,0,0,0,6,9,P
2024,MM,1,PH1030,"Physics Lab I",0,0,0,3,1,4,S
2024,MM,1,GN1101,"Life Skills I",0,0,0,0,4,4,G
2024,MM,1,ID1200,"Ecology and Environment",2,0,0,0,0,2,G
2024,MM,1,NCC,"(NC1010)/NSO (NS1020)/NSO(NS1030)",0,0,0,0,2,2,G
2024,MM,1,ID1300,"Recreation Course",0,0,0,0,2,2,G
2024,MM,1,WS1301,"Workshop 1",0,0,0,3,0,3,E
2024,MM,2,AM1100,"Engineering Mechanics",3,1,0,0,6,10,E
2024,MM,2,PH1010,"Physics I",3,1,0,0,6,10,S
2024,MM,2,ME1480,"Engineering Drawing",1,0,0,3,3,7,E
2024,MM,2,MM1003,"Thermodynamics of Materials",3,1,0,0,6,10,P
2024,MM,2,MA2101/MA2102,"Linear Algebra via Matrices/Differential Equations",3,0,0,0,6,9,S
2024,MM,2,CY1002,"Chemistry Lab I",0,0,0,3,0,3,S
2024,MM,2,GN1102,"Life Skills II",0,0,0,0,2,2,G
2024,MM,2,NCC,"(NC1010)/NSO (NS1020)/NSO(NS1030)",0,0,0,0,3,0,G
2024,MM,2,ID1300,"Recreation Course",0,0,0,0,2,2,G
2024,MM,2,WS1302,"Workshop-II",0,0,0,3,0,3,E
2024,MM,3,MM2010,"Principles of Physical Metallurgy",3,0,0,0,6,9,P
2024,MM,3,MM2XXX,"Physical and Mechanical Metallurgy Lab",0,0,0,3,3,6,P
2024,MM,3,MM2020,"Deformation and Failure of Materials",3,0,0,0,6,9,P
2024,MM,3,MM2041,"Transport Phenomena in Materials",3,1,0,0,6,10,P
2024,MM,3,HSE1,"Humanities Elective I",3,0,0,0,6,9,H
2024,MM,3,Elective,"under S category",3,0,0,0,6,9,S
2024,MM,3,MXXXX,"Entrepreneurship",3,0,0,0,6,9,M
2024,MM,4,MM2080,"Principles of Extractive Metallurgy",3,0,0,0,6,9,P
2024,MM,4,MM3010,"Physics of Materials",3,0,0,0,6,9,P
2024,MM,4,MM3030,"Materials Characterization",3,0,0,0,6,9,P
2024,MM,4,MM3100,"Materials Characterisation Lab",1,0,0,3,2,5,P
2024,MM,4,HSE2,"Humanities Elective II",3,0,0,0,6,9,H
2024,MM,4,Elective,"under 'S' cateogory",3,0,0,0,6,9,S
2024,MM,5,MM3330,"Non-Metallic Materials",3,0,0,0,6,9,P
2024,MM,5,MM3090,"Environmental Degradation of Materials",3,0,0,0,6,9,P
2024,MM,5,MT4110,"Computational Methods in Materials Engg.",0,0,0,0,0,9,C
2024,MM,5,MM3110,"Computational Materials Engineering Lab",0,0,0,3,2,5,C
2024,MM,5,PE1,"Professional Elective 1",3,0,0,0,6,9,P
2024,MM,5,MM*****,"Electronics and functional materials",3,0,0,0,6,9,P
2024,MM,5,GN1002,"POSH Training-II",3,0,0,0,0,0,S
2024,MM,6,HSE3,"Humanities Elective III",3,0,0,0,6,9,H
2024,MM,6,MM3XXX,"Materials Processing Elective 1 in P category*",3,0,0,0,6,9,P
2024,MM,6,MMXXXX,"Materials processing Elective 2 in P category*",3,0,0,0,6,9,P
2024,MM,6,PE2,"Professional Elective 2",3,0,0,0,6,9,P
2024,MM,7,MMXXXX,"Materials Selection and Design",3,0,0,0,6,9,P
2024,MM,7,MM3XXX,"Material processing and NDE lab",0,0,0,3,2,5,P
2024,MM,7,MM4110,"B.Tech Project Phase I#",0,0,3,0,6,9,P
2024,MM,8,HS3050,"Professional Ethics.",2,0,0,0,0,2,G
2024,MM,8,MM4120,"B.Tech Project Phase II@",0,0,6,0,12,18,P
2024,NA,1,MA1101,"Calculus",3,1,0,0,6,10,S
2024,NA,1,PH1010,"Physics I",3,1,0,0,6,10,S
2024,NA,1,PH1030,"Physics Lab",0,0,0,3,1,4,S
2024,NA,1,ME1100,"Thermodynamics",3,1,0,0,6,10,E
2024,NA,1,OE1101,"Introduction to Naval Architecture & Ocean Engineering",2,0,0,0,4,6,P
2024,NA,1,ID1300,"Recreation",0,0,0,0,3,2,G
2024,NA,1,GN1101,"Life Skills I",0,0,0,0,2,4,G
2024,NA,1,WS1301,"Workshop I",0,0,0,3,0,3,E
2024,NA,1,NCC,"(NC1010)/NSO (NS1020)/NSO(NS1030)",0,0,0,0,2,2,G
2024,NA,2,CS1100*,"Introduction to Programming",3,0,0,3,6,12,C
2024,NA,2,CY1001,"Chemistry I: Structure, Bonding & Reactivity",3,1,0,0,6,10,S
2024,NA,2,CY1002,"Chemistry Lab",0,0,0,3,0,3,S
2024,NA,2,HSE1,"Humanities Elective 1",3,0,0,0,6,9,H
2024,NA,2,OE1012,"Ship Hydrostatics and Stability",3,1,0,0,6,10,P
2024,NA,2,GN1102,"Life Skills II",0,0,0,0,1,2,G
2024,NA,2,ID1200,"Ecology and Environment",2,0,0,0,1,2,G
2024,NA,2,ID1300,"Recreation",0,0,0,0,3,2,G
2024,NA,2,WS1302,"Workshop I",0,0,0,3,0,3,E
2024,NA,2,NCC,"(NC1010)/NSO (NS1020)/NSO(NS1030)",0,0,0,0,3,2,G
2024,NA,3,MA2101,"Linear Algebra via Matrices",3,0,0,0,6,9,S
2024,NA,3,OE2015,"Basic Electrical Circuits And Instruments",3,0,0,1,6,10,P
2024,NA,3,MXXXX,"Management Elective",3,0,0,0,6,9,M
2024,NA,3,OE1011,"Structural mechanics",3,0,0,0,6,9,P
2024,NA,3,OE2013,"Ship Drawing and Calculations",1,3,0,3,3,10,P
2024,NA,3,OE2044,"Ship Hydrodynamics",3,1,0,0,6,10,P
2024,NA,4,MA2102,"Differential Equations",3,0,0,0,6,9,S
2024,NA,4,OE2024,"Analysis of Structures",3,1,0,3,3,10,P
2024,NA,4,OE3035,"Motion of Ships & Floating Systems",3,1,0,0,6,10,P
2024,NA,4,OE2034,"Ship Resistance and Propulsion",3,1,0,1,6,11,P
2024,NA,4,OE2054,"Ocean Wave Hydrodynamics",3,1,0,0,6,10,P
2024,NA,5,BT1010,"LifeSciences",3,0,0,0,6,9,S
2024,NA,5,OE3015,"Ship Structural Analysis",3,1,0,0,6,10,P
2024,NA,5,OE3016,"Ship Design",3,0,0,1,6,10,P
2024,NA,5,OE3017,"Dynamics of marine structures",3,0,0,0,6,9,P
2024,NA,5,OE2014,"Marine Engineering",3,1,0,0,6,10,P
2024,NA,5,OE3190,"Design of Ocean Structures",3,0,0,0,6,9,P
2024,NA,5,GN1002,"POSH Training-II",3,0,0,0,0,0,S
2024,NA,6,FE1,"Free Elective - I",3,0,0,0,6,9,F
2024,NA,6,FE2,"Free Elective - II",3,0,0,0,6,9,F
2024,NA,6,FE3,"Free Elective - III",3,0,0,0,6,9,F
2024,NA,6,FE4,"Free Elective - IV",3,0,0,0,6,9,F
2024,NA,7,OE3046,"Ship Structural Design",3,1,0,0,6,10,P
2024,NA,7,OE3036,"Maneuvering & Control of Marine Vehicles",3,1,0,0,6,10,P
2024,NA,7,FE5,"Free Elective - V",3,0,0,0,6,9,F
2024,NA,7,PE1,"Professional Elective - I",3,0,0,0,6,9,P
2024,NA,7,PE2,"Professional Elective - II/Project",3,0,0,0,6,9,P
2024,NA,8,HS3050,"Professional Ethics",2,0,0,0,0,2,G
2024,NA,8,HSE2,"Humanities Elective - II",3,0,0,0,6,9,H
2024,NA,8,PE3,"Project / Professional Elective - III",3,0,0,0,6,9,P
2024,NA,8,PE4,"Project/Professional Elective - IV",3,0,0,0,6,9,P
2024,NA,8,FE6,"Free Elective - VI",3,0,0,0,6,9,F
2024,NA,8,FE7,"Free Elective - VII",3,0,0,0,6,9,F
2024,EP,1,PH1050,"Foundation of Computational Physics",2,0,0,3,4,9,C
2024,EP,1,MA1101,"Calculus",3,1,0,0,6,10,S
2024,EP,1,PH1010,"Physics I",3,1,0,0,6,10,S
2024,EP,1,PH1030,"Physics Lab",0,0,0,3,1,4,S
2024,EP,1,PH1080,"Thermodynamics & Kinetic Theory",3,1,0,0,6,10,E
2024,EP,1,GN1101,"Life Skills I",0,0,0,0,4,4,G
2024,EP,1,ID1200,"Ecology and Environment",2,0,0,0,0,2,G
2024,EP,1,ID1300,"Recreation",0,0,0,0,2,2,G
2024,EP,1,NCC,"(NC1010)/NSO (NS1020)/NSO(NS1030)",0,0,0,0,2,0,G
2024,EP,1,WS1301,"Workshop I",0,0,0,3,0,3,E
2024,EP,2,CY1001,"Chemistry I: Structure, Bonding & Reactivity",3,1,0,0,6,10,S
2024,EP,2,CY1002,"Chemistry Lab",0,0,0,3,0,3,S
2024,EP,2,EE1101,"Signals & Systems",3,1,0,0,6,10,E
2024,EP,2,EE2002,"Digital Systems",3,1,0,0,6,10,P
2024,EP,2,EE2702,"Digital Systems Lab",0,0,0,3,2,5,P
2024,EP,2,PH1020,"Physics II",3,1,0,0,6,10,S
2024,EP,2,GN1102,"Life Skills II",0,0,0,0,2,2,G
2024,EP,2,NCC,"(NC1010)/NSO (NS1020)/NSO(NS1030)",0,0,0,0,2,2,G
2024,EP,2,ID1300,"Recreation",0,0,0,0,2,2,G
2024,EP,2,WS1302,"Workshop II",0,0,0,3,0,3,E
2024,EP,3,EE2015,"Electric Circuits & Networks",3,0,0,0,6,10,E
2024,EP,3,EP2090,"EP Lab 1",0,0,0,3,1,4,P
2024,EP,3,EP2102,"Classical Dynamics",3,0,0,0,6,9,P
2024,EP,3,EP2110,"Intro Math Phys.",3,1,0,0,6,10,P
2024,EP,3,HS,"H Elec. 1",3,0,0,0,6,9,H
2024,EP,3,MA,"Math. 3-Elective",3,0,0,0,6,9,S
2024,EP,3,MXXXX,"Management Elective",3,0,0,0,6,9,M
2024,EP,4,EE2004,"Digital Signal Processing",3,1,0,0,6,10,P
2024,EP,4,EE2007,"Analog Systems",3,1,0,0,6,10,P
2024,EP,4,EE2707,"Analog Systems Lab",0,0,0,3,2,5,P
2024,EP,4,EP2210,"Quantum Mechanics",3,0,0,0,6,9,P
2024,EP,4,EP3190,"EP Lab 2",0,0,0,3,1,4,P
2024,EP,4,BT1010,"Life Sciences",3,0,0,0,6,9,S
2024,EP,4,EE3001,"Solid State Devices",3,1,0,0,6,10,P
2024,EP,5,EP3110,"Electromagnetics and Applications",3,0,0,0,6,9,P
2024,EP,5,EP3120,"Statistical Physics",3,0,0,0,6,9,P
2024,EP,5,EP3290,"EP Lab 3",0,0,0,6,2,8,P
2024,EP,5,EP3220,"Solid State Physics",3,0,0,0,6,9,P
2024,EP,5,EP/EE,"P. Elec. 1",3,0,0,0,6,9,P
2024,EP,5,HS,"H. Elec. 2",3,0,0,0,6,9,H
2024,EP,5,HS3050,"Professional Ethics",2,0,0,0,0,2,G
2024,EP,5,GN1002,"POSH Training-II",3,0,0,0,0,0,S
2024,EP,6,FE1,"F. Elec 1",3,0,0,0,6,9,F
2024,EP,6,FE2,"F. Elec 2",3,0,0,0,6,9,F
2024,EP,6,EP/EE,"P. Elec. 2",3,0,0,0,6,9,P
2024,EP,6,EP/EE,"P. Elec. 3",3,0,0,0,6,9,P
2024,EP,7,EP/EE,"P. Elec. 4",3,0,0,0,6,9,P
2024,EP,7,EP4140,"Project * or",3,0,0,0,6,9,P
2024,EP,7,EP/EE,"P. Elec. 5",0,0,0,0,9,9,P
2024,EP,7,HS,"H Elec. 3",3,0,0,0,6,9,H
2024,EP,7,FE3,"F Elec. 3",3,0,0,0,6,9,F
2024,EP,7,FE4,"F Elec. 4",3,0,0,0,6,9,F
2024,EP,8,EP4150,"Project * or or",3,0,0,0,18,18,P
2024,EP,8,EP/EE,"P. Elec. 5",3,0,0,0,6,9,P
2024,EP,8,EP/EE,"P. Elec. 6",3,0,0,0,6,9,P
2024,EP,8,FE5,"F Elec. 5",3,0,0,0,6,9,F
2024,EP,8,FE6,"F Elec. 6",3,0,0,0,6,9,F
2025,AE,1,MA1101*,"Calculus",3,1,0,0,6,10,S
2025,AE,1,PH1010,"Physics I",3,1,0,0,6,10,S
2025,AE,1,AM1100,"Engineering Mechanics",3,1,0,0,6,10,E
2025,AE,1,CS1100,"Introduction to Programming",3,0,0,3,6,12,C
2025,AE,1,WS1301,"Workshop-I",0,0,0,3,0,3,E
2025,AE,1,GN1101,"Life Skills 1",0,0,0,0,4,4,G
2025,AE,1,ID1300,"Recreation Course",0,0,0,0,2,2,G
2025,AE,1,GN1001,"Posh Training I",3,0,0,0,0,0,S
2025,AE,2,MA2102,"Differential Equations",3,0,0,0,6,9,S
2025,AE,2,PH1020,"Physics II",3,1,0,0,6,10,S
2025,AE,2,PH1030,"Physics Laboratory I",0,0,0,3,1,4,S
2025,AE,2,AS1300,"Thermodynamics for Aerospace Engineering",3,1,0,0,5,9,E
2025,AE,2,AS1020,"Fluid Mechanics",3,1,0,0,5,9,P
2025,AE,2,AS2101,"Introduction to Aerospace Engineering",1,0,0,2,2,5,P
2025,AE,2,WS1302,"Workshop-II",0,0,0,3,0,3,E
2025,AE,2,GN1102,"Life Skills 2",0,0,0,0,2,2,G
2025,AE,2,ID1300,"Recreation Course",0,0,0,0,2,2,G
2025,AE,2,NCC,"(NC1010)/NSO (NS1020)/ NSS (NS1030)",0,0,0,0,2,2,G
2025,AE,3,MA2104,"Complex Analysis",3,0,0,0,6,9,S
2025,AE,3,EE1100/EE1101,"Basic Electrical Engineering/ Signals and Systems",3,1,0,0,6,10,E
2025,AE,3,AS2050,"Aerodynamics",3,1,0,0,5,9,P
2025,AE,3,AS2030,"Gas Dynamics",3,1,0,0,5,9,P
2025,AE,3,AS2010,"Basic Strength of Materials",3,1,0,0,5,9,P
2025,AE,3,AS2510,"Low Speed Lab",1,0,0,2,2,5,P
2025,AE,3,AS2100,"Basic Aerospace Engineering Lab",1,0,0,2,2,5,P
2025,AE,4,MA2101,"Linear Algebra via Matrices",3,0,0,0,6,9,S
2025,AE,4,AS2040,"Flight Dynamics I",3,1,0,0,5,9,P
2025,AE,4,AS2070,"Aerospace Structural Mechanics",3,1,0,0,5,9,P
2025,AE,4,AS2080,"Vibrations",3,1,0,0,5,9,P
2025,AE,4,AS3270,"Propulsion I",3,1,0,0,5,9,P
2025,AE,4,AS3510,"Aero Lab I",1,0,0,2,1,4,P
2025,AE,4,ME1480,"Engineering Drawing",1,0,0,3,3,7,E
2025,AE,4,HS3050,"Professional Ethics",2,0,0,0,0,2,G
2025,AE,5,CY,"Chemistry",3,1,0,0,6,10,S
2025,AE,5,AS3050,"Flight Dynamics II",3,1,0,0,5,9,P
2025,AE,5,AS3271,"Propulsion II",3,1,0,0,5,9,P
2025,AE,5,AS3020,"Aerospace Structures",3,1,0,0,5,9,P
2025,AE,5,AS3520,"Aero Lab II",1,0,0,2,1,4,P
2025,AE,5,AS2520,"Propulsion Lab",0,0,0,2,0,2,P
2025,AE,5,MS,"Entrepreneurship",3,0,0,0,6,9,M
2025,AE,5,ID1200,"Ecology and Environment",2,0,0,0,0,2,G
2025,AE,5,GN1002,"Posh Training II",3,0,0,0,0,0,S
2025,AE,6,HSE1,"Humanities Elective 1",3,0,0,0,6,9,H
2025,AE,6,UA,"Unallotted Credits",0,0,0,0,0,18,UA
2025,AE,6,ASXXXX,"Design Elective*",2,1,2,3,4,12,P
2025,AE,6,ASXXXX,"Department Elective 1**",3,0,0,0,6,9,P
2025,AE,7,HSE2,"Humanities Elective 2",3,0,0,0,6,9,H
2025,AE,7,UA,"Unallotted Credits",0,0,0,0,0,18,UA
2025,AE,7,ASXXXX,"Department Elective 2**",3,0,0,0,6,9,P
2025,AE,7,ASXXXX,"Department Elective 3**",3,0,0,0,6,9,P
2025,AE,8,HSE3,"Humanities Elective 3",3,0,0,0,6,9,H
2025,AE,8,UA,"Unallotted Credits",0,0,0,0,0,18,UA
2025,AE,8,ASXXXX,"Department Elective 4**",3,0,0,0,6,9,P
2025,AM,1,AM1010,"Introduction to Physiology for Engineers",3,0,0,0,6,9,P
2025,AM,1,MA1101*,"Calculus",3,1,0,0,6,10,S
2025,AM,1,PH1010,"Physics I",3,1,0,0,6,10,S
2025,AM,1,WS1301,"Workshop-I",0,0,0,3,0,3,E
2025,AM,1,GN1101,"Life Skills 1",2,0,0,0,2,4,G
2025,AM,1,ID1300,"Recreation Course",0,0,0,0,2,2,G
2025,AM,1,AM1100,"Engineering Mechanics",3,1,0,0,6,10,P
2025,AM,1,AM1011,"Introductory physiology lab",0,0,0,3,2,5,G
2025,AM,1,NCC,"(NC1010)/NSO (NS1020)/ NSS (NS1030)",0,0,0,0,2,2,G
2025,AM,1,GN1001,"Posh Training I",3,0,0,0,0,0,S
2025,AM,2,EE1100,"Basic Electrical Engineering",3,1,0,0,6,10,E
2025,AM,2,PH1020,"Physics 2",3,0,0,0,6,9,S
2025,AM,2,MA2102,"Differential Equations",3,0,0,0,6,9,S
2025,AM,2,ID1200,"Ecology for environment",2,0,0,0,0,2,G
2025,AM,2,ME1480,"Engineering Drawing",1,0,0,3,3,7,E
2025,AM,2,CY1001,"Chemistry I",3,1,0,0,6,10,S
2025,AM,2,GN1102,"Life Skills II",0,0,0,0,2,2,G
2025,AM,2,ID1300,"Recreation II",0,0,0,0,0,2,G
2025,AM,2,NCC,"(NC1010)/NSO (NS1020)/ NSS (NS1030)",0,0,0,0,2,2,G
2025,AM,3,AM2XXX/EE2XXX,"Signals and Systems",3,1,0,0,6,10,E
2025,AM,3,AM2XXX,"Biomedical Sensors & Measurements",3,0,0,0,6,9,P
2025,AM,3,MA2103,"Probability, Stochastic Processes and Statistics",3,0,0,0,6,9,S
2025,AM,3,AM2XXX,"Fundamentals of Biomaterials",2,1,0,0,6,9,P
2025,AM,3,DA1300,"Programming and Data Structures",3,0,0,0,6,9,C
2025,AM,3,DA1301,"Programming and Data Structures Lab",0,0,0,3,3,6,C
2025,AM,4,HSXXX,"Humanities I",3,0,0,0,0,9,H
2025,AM,4,MA2101,"Linear Algebra & Matrices",3,0,0,0,6,9,S
2025,AM,4,AM2XXX,"Foundations of Digital Signal Processing",3,0,0,0,6,9,P
2025,AM,4,AM2XXX/EE2XXX,"Digital Systems",3,0,0,0,6,9,E
2025,AM,4,AM2XXX,"Biomedical Instrumentation",2,1,0,0,6,9,P
2025,AM,4,AM2XXX,"Biomedical measurements & Instrumentation Laboratory",0,0,0,3,2,5,P
2025,AM,4,MSXXXX,"Intro to Entrepreneurship/ MS Elective",3,0,0,0,6,9,M
2025,AM,5,HSXXXX,"Humanities II",3,0,0,0,6,9,S
2025,AM,5,AM3XXX,"Foundations of Biomedical Imaging",3,0,0,0,6,9,P
2025,AM,5,AM5XXX,"Intro to System integration using Microcontrollers",3,0,0,0,6,9,P
2025,AM,5,AM5010,"Biomechanics",3,0,0,0,6,9,P
2025,AM,5,AM5XXX,"Professional Elective 1",3,0,0,0,6,9,P
2025,AM,5,AM3XXX,"Biomechanics lab",0,0,0,3,2,5,P
2025,AM,5,AM3XXX,"Biomedical Modelling & Simulation lab",0,0,0,3,2,5,P
2025,AM,5,GN1002,"Posh Training II",3,0,0,0,0,0,S
2025,AM,6,HSXXX,"Humanities III",3,0,0,0,6,9,H
2025,AM,6,AM5XXX,"Professional Elective 2",3,0,0,0,6,9,P
2025,AM,6,AM5XXX,"Professional Elective 3",3,0,0,0,6,9,P
2025,AM,6,Free,"Elective",3,0,0,0,6,9,UA
2025,AM,7,AM5XXX,"Professional Elective 4",3,0,0,0,6,9,P
2025,AM,7,AM5XXX,"Professional Elective 5",3,0,0,0,6,9,P
2025,AM,7,AM5XXX,"Professional Elective 6",3,0,0,0,6,9,P
2025,AM,7,AM5XXX,"Professional Elective 7",3,0,0,0,6,9,P
2025,AM,7,Free,"Elective",3,0,0,0,6,9,UA
2025,AM,7,Free,"Elective",3,0,0,0,6,9,UA
2025,AM,8,HS3050,"Professional Ethics",2,0,0,0,0,2,G
2025,AM,8,Free,"Elective",3,0,0,0,6,9,UA
2025,AM,8,Free,"Elective",3,0,0,0,6,9,UA
2025,AM,8,Free,"Elective",3,0,0,0,6,9,UA
2025,AM,8,Free,"Elective",3,0,0,0,6,9,UA
2025,BE,1,BT1000,"Introduction to Biological Sciences & Engineering",3,0,0,0,6,9,P
2025,BE,1,CY1001,"Chemistry I: Structure, Bonding & Reactivity",3,1,0,0,6,10,S
2025,BE,1,MA1101*,"Calculus",3,1,0,0,6,10,S
2025,BE,1,PH1010,"Physics I",3,1,0,0,6,10,S
2025,BE,1,PH1030,"Physics Laboratory I",0,0,0,3,1,4,S
2025,BE,1,WS1301,"Workshop-I",0,0,0,3,0,3,E
2025,BE,1,GN1101,"Life Skills 1",2,0,0,0,2,4,G
2025,BE,1,ID1300,"Recreation Course",0,0,0,0,2,2,G
2025,BE,1,ID1200,"Ecology and Environment",2,0,0,0,0,2,G
2025,BE,1,NCC,"(NC1010)/NSO (NS1020)/ NSS (NS1030)",0,0,0,0,2,2,G
2025,BE,1,GN1001,"Posh Training I",3,0,0,0,0,0,S
2025,BE,2,MAE,"1 Mathematics Elective (from MA basket)",3,0,0,0,6,9,S
2025,BE,2,PHE,"Physics Elective (from PH basket)",3,0,0,0,6,9,S
2025,BE,2,CY1051,"Chemistry II: Introduction to Spectroscopic Methods",3,0,0,0,6,9,S
2025,BE,2,BT1020,"Material and Energy Balances",2,1,0,0,6,9,P
2025,BE,2,CY1002,"Chemistry Lab I",0,0,0,3,0,3,S
2025,BE,2,ME1480,"Engineering Drawing",0,1,0,3,3,7,E
2025,BE,2,WS1302,"Workshop-II",0,0,0,3,0,3,E
2025,BE,2,GN1102,"Life Skills 2",2,0,0,0,0,2,G
2025,BE,2,ID1300,"Recreation Course",0,0,0,0,2,2,G
2025,BE,2,NCC,"(NC1010)/NSO (NS1020)/ NSS (NS1030)",0,0,0,0,2,2,G
2025,BE,3,MAE,"2 Mathematics Elective (from MA basket)",3,0,0,0,6,9,S
2025,BE,3,HSE,"1 Humanities Elective 1",3,0,0,0,6,9,H
2025,BE,3,AM1101,"Engineering Mechanics",3,1,0,0,6,10,E
2025,BE,3,BT2011,"Microbiology and Biochemistry",3,0,0,0,6,9,P
2025,BE,3,BT2020,"Numerical methods for biology",2,1,0,0,6,9,P
2025,BE,3,MS,"Entrepreneurship",3,0,0,0,6,9,M
2025,BE,4,HSE,"2 Humanities Elective 2",3,0,0,0,6,9,H
2025,BE,4,BT2041,"Principles of Bioprocess Engineering",3,0,0,0,6,9,P
2025,BE,4,BT3011,"Molecular Biology and Genetic Engineering",3,0,0,0,6,9,P
2025,BE,4,BT2080,"Programming for Biology",2,0,0,3,6,11,C
